DRG Definition,Provider Id,Provider Name,Provider City,Provider State, Total Discharges , Average Covered Charges , Average Total Payments ,Average Medicare Payments
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,70012,ROCKVILLE GENERAL HOSPITAL,ROCKVILLE,CT,11,"$16,060.63 ","$6,675.90 ","$5,967.18 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,70016,SAINT MARYS HOSPITAL,WATERBURY,CT,22,"$21,229.09 ","$7,907.18 ","$6,657.90 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,70017,MIDSTATE MEDICAL CENTER,MERIDEN,CT,19,"$18,847.68 ","$7,002.68 ","$6,056.15 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,70018,GREENWICH HOSPITAL ASSOCIATION,GREENWICH,CT,15,"$38,982.66 ","$7,268.13 ","$6,519.86 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,70020,MIDDLESEX HOSPITAL,MIDDLETOWN,CT,29,"$20,848.20 ","$8,417.00 ","$5,762.82 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,70022,YALE-NEW HAVEN HOSPITAL,NEW HAVEN,CT,23,"$27,901.34 ","$9,685.26 ","$8,252.26 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,70024,WILLIAM W BACKUS HOSPITAL,NORWICH,CT,24,"$16,739.37 ","$7,333.66 ","$5,695.79 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,70025,HARTFORD HOSPITAL,HARTFORD,CT,57,"$23,753.66 ","$8,891.61 ","$7,524.05 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,70028,ST VINCENT'S MEDICAL CENTER,BRIDGEPORT,CT,20,"$17,413.75 ","$7,815.20 ","$6,917.60 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,70033,DANBURY HOSPITAL,DANBURY,CT,34,"$21,274.47 ","$7,875.05 ","$6,294.47 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,70034,NORWALK HOSPITAL ASSOCIATION,NORWALK,CT,16,"$22,336.68 ","$8,566.43 ","$6,469.56 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,70035,"HOSPITAL OF CENTRAL CONNECTICUT, THE",NEW BRITAIN,CT,12,"$19,812.50 ","$7,623.25 ","$6,871.25 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,80001,"CHRISTIANA CARE HEALTH SERVICES, INC.",NEWARK,DE,90,"$14,336.66 ","$7,494.76 ","$6,071.21 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,80004,BAYHEALTH - KENT GENERAL HOSPITAL,DOVER,DE,13,"$18,353.30 ","$6,672.69 ","$5,550.53 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,80007,BEEBE MEDICAL CENTER,LEWES,DE,41,"$39,209.60 ","$7,217.19 ","$5,536.21 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,90001,GEORGE WASHINGTON UNIV HOSPITAL,WASHINGTON,DC,11,"$57,137.45 ","$10,582.81 ","$8,871.00 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,90004,GEORGETOWN UNIVERSITY HOSPITAL,WASHINGTON,DC,14,"$48,336.14 ","$9,479.57 ","$8,680.14 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,90011,WASHINGTON HOSPITAL CENTER,WASHINGTON,DC,22,"$36,636.04 ","$8,419.54 ","$6,781.31 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100002,BETHESDA MEMORIAL HOSPITAL,BOYNTON BEACH,FL,23,"$40,686.73 ","$6,523.78 ","$5,339.82 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100006,ORLANDO HEALTH,ORLANDO,FL,40,"$43,779.57 ","$6,849.75 ","$5,685.77 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100007,FLORIDA HOSPITAL,ORLANDO,FL,93,"$33,949.48 ","$6,845.37 ","$5,042.31 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100012,LEE MEMORIAL HOSPITAL,FORT MYERS,FL,70,"$31,951.05 ","$6,382.40 ","$4,921.15 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100017,HALIFAX HEALTH MEDICAL CENTER,DAYTONA BEACH,FL,55,"$19,028.00 ","$7,061.41 ","$4,850.74 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100018,NAPLES COMMUNITY HOSPITAL,NAPLES,FL,51,"$28,986.15 ","$6,483.64 ","$4,674.39 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100019,HOLMES REGIONAL MEDICAL CENTER,MELBOURNE,FL,36,"$27,803.88 ","$6,449.05 ","$4,001.66 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100023,CITRUS MEMORIAL HOSPITAL,INVERNESS,FL,33,"$23,012.81 ","$5,354.00 ","$4,369.87 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100025,SACRED HEART HOSPITAL,PENSACOLA,FL,53,"$23,985.66 ","$6,403.96 ","$5,471.43 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100026,BAY MEDICAL CENTER,PANAMA CITY,FL,33,"$21,907.90 ","$5,837.63 ","$4,520.21 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100028,PARRISH MEDICAL CENTER,TITUSVILLE,FL,20,"$33,542.95 ","$5,709.10 ","$4,701.50 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100034,MOUNT SINAI MEDICAL CENTER,MIAMI BEACH,FL,11,"$35,185.81 ","$7,558.90 ","$6,092.63 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100035,MANATEE MEMORIAL HOSPITAL,BRADENTON,FL,24,"$45,774.58 ","$6,301.66 ","$5,253.87 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100038,MEMORIAL REGIONAL HOSPITAL,HOLLYWOOD,FL,14,"$66,214.78 ","$7,246.35 ","$6,280.64 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100040,ST VINCENT'S MEDICAL CENTER,JACKSONVILLE,FL,88,"$22,969.60 ","$5,777.48 ","$4,560.15 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100044,MARTIN MEMORIAL MEDICAL CENTER,STUART,FL,54,"$34,607.11 ","$5,983.00 ","$4,898.25 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100046,FLORIDA HOSPITAL ZEPHYRHILLS,ZEPHYRHILLS,FL,20,"$39,643.55 ","$5,570.00 ","$4,619.00 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100047,CHARLOTTE REGIONAL MEDICAL CENTER,PUNTA GORDA,FL,30,"$33,495.60 ","$5,422.00 ","$4,594.00 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100049,HIGHLANDS REGIONAL MEDICAL CENTER,SEBRING,FL,13,"$51,589.38 ","$5,754.38 ","$4,148.00 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100052,WINTER HAVEN HOSPITAL,WINTER HAVEN,FL,30,"$50,103.06 ","$6,119.00 ","$4,412.13 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100057,FLORIDA HOSPITAL WATERMAN,TAVARES,FL,28,"$27,309.60 ","$5,625.50 ","$4,701.35 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100062,MUNROE REGIONAL MEDICAL CENTER,OCALA,FL,71,"$37,153.53 ","$5,530.19 ","$4,290.47 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100067,ST ANTHONY'S HOSPITAL,SAINT PETERSBUR,FL,41,"$26,828.19 ","$5,689.87 ","$4,704.51 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100068,FLORIDA HOSPITAL MEMORIAL MEDICAL CENTER,DAYTONA BEACH,FL,56,"$20,658.80 ","$5,598.46 ","$4,611.96 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100070,VENICE REGIONAL MEDICAL CENTER,VENICE,FL,49,"$32,372.38 ","$5,511.06 ","$4,573.00 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100071,BROOKSVILLE REGIONAL HOSPITAL,BROOKSVILLE,FL,17,"$68,777.29 ","$6,134.05 ","$5,139.00 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100072,FLORIDA HOSPITAL FISH MEMORIAL,ORANGE CITY,FL,16,"$22,876.68 ","$7,314.68 ","$4,357.43 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100073,HOLY CROSS HOSPITAL INC,FORT LAUDERDALE,FL,19,"$53,197.36 ","$5,892.26 ","$4,884.47 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100075,ST JOSEPH'S HOSPITAL,TAMPA,FL,27,"$30,112.96 ","$6,619.00 ","$5,575.59 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100077,PEACE RIVER REGIONAL MEDICAL CENTER,PORT CHARLOTTE,FL,16,"$39,059.62 ","$5,840.75 ","$4,931.00 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100084,LEESBURG REGIONAL MEDICAL CENTER,LEESBURG,FL,66,"$20,457.98 ","$5,664.03 ","$4,639.18 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100087,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,92,"$26,361.33 ","$5,689.80 ","$4,666.79 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100088,BAPTIST MEDICAL CENTER,JACKSONVILLE,FL,103,"$21,729.69 ","$6,745.63 ","$4,615.54 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100090,FLAGLER HOSPITAL,SAINT AUGUSTINE,FL,51,"$36,031.60 ","$7,055.78 ","$5,327.05 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100092,WUESTHOFF MEDICAL CENTER  ROCKLEDGE,ROCKLEDGE,FL,43,"$31,092.09 ","$5,847.81 ","$4,480.62 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100093,BAPTIST HOSPITAL,PENSACOLA,FL,24,"$33,010.75 ","$5,883.75 ","$4,682.00 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100099,LAKE WALES MEDICAL CENTER,LAKE WALES,FL,11,"$70,446.09 ","$5,519.63 ","$4,596.36 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100105,INDIAN RIVER MEDICAL CENTER,VERO BEACH,FL,59,"$15,572.64 ","$6,288.79 ","$4,932.86 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100109,FLORIDA HOSPITAL HEARTLAND MEDICAL CENTER,SEBRING,FL,21,"$30,826.04 ","$5,874.57 ","$4,962.76 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100110,OSCEOLA REGIONAL MEDICAL CENTER,KISSIMMEE,FL,14,"$63,901.78 ","$7,020.85 ","$5,243.42 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100113,SHANDS HOSPITAL AT THE UNIVERSITY OF FLORIDA,GAINESVILLE,FL,17,"$32,075.35 ","$9,370.64 ","$7,588.52 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100118,FLORIDA HOSPITAL FLAGLER,PALM COAST,FL,13,"$19,365.61 ","$6,721.00 ","$5,857.61 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100127,MORTON PLANT HOSPITAL,CLEARWATER,FL,23,"$31,148.91 ","$6,010.13 ","$4,453.39 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100128,TAMPA GENERAL HOSPITAL,TAMPA,FL,13,"$71,877.84 ","$7,833.23 ","$6,788.30 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100131,AVENTURA HOSPITAL AND MEDICAL CENTER,AVENTURA,FL,17,"$66,666.76 ","$6,341.05 ","$5,414.47 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100135,TALLAHASSEE MEMORIAL HEALTHCARE,TALLAHASSEE,FL,27,"$44,597.96 ","$8,117.62 ","$5,131.62 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100151,MAYO CLINIC,JACKSONVILLE,FL,31,"$36,201.25 ","$7,024.16 ","$5,441.51 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100154,"SOUTH MIAMI HOSPITAL, INC",SOUTH MIAMI,FL,16,"$54,321.93 ","$6,765.06 ","$5,780.56 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100157,LAKELAND REGIONAL MEDICAL CENTER,LAKELAND,FL,38,"$50,063.71 ","$5,982.15 ","$4,702.52 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100161,CENTRAL FLORIDA REGIONAL HOSPITAL,SANFORD,FL,23,"$57,357.34 ","$6,204.91 ","$4,499.86 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100166,DOCTORS HOSPITAL OF SARASOTA,SARASOTA,FL,20,"$35,750.15 ","$5,418.00 ","$4,402.40 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100168,BOCA RATON REGIONAL HOSPITAL,BOCA RATON,FL,27,"$26,130.25 ","$5,820.00 ","$4,781.33 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100173,FLORIDA HOSPITAL TAMPA,TAMPA,FL,15,"$55,000.00 ","$8,229.13 ","$4,440.40 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100176,PALM BEACH GARDENS MEDICAL CENTER,PALM BEACH GARD,FL,49,"$39,472.79 ","$5,826.00 ","$4,863.55 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100179,MEMORIAL HOSPITAL JACKSONVILLE,JACKSONVILLE,FL,36,"$48,574.91 ","$5,917.97 ","$4,458.33 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100191,MEDICAL CENTER OF TRINITY,TRINITY,FL,11,"$60,800.00 ","$5,560.54 ","$4,646.00 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100204,NORTH FLORIDA REGIONAL MEDICAL CENTER,GAINESVILLE,FL,108,"$50,730.63 ","$5,906.22 ","$4,624.00 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100211,PASCO REGIONAL MEDICAL CENTER,DADE CITY,FL,11,"$47,339.72 ","$5,702.36 ","$4,890.72 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100212,OCALA REGIONAL MEDICAL CENTER,OCALA,FL,88,"$40,038.31 ","$5,344.64 ","$4,328.48 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100213,BLAKE MEDICAL CENTER,BRADENTON,FL,35,"$36,896.17 ","$5,417.00 ","$4,454.94 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100217,SEBASTIAN RIVER MEDICAL CENTER,SEBASTIAN,FL,12,"$54,725.91 ","$6,160.16 ","$4,466.91 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100220,GULF COAST MEDICAL CENTER LEE MEM HEALTH SYSTEM,FORT MYERS,FL,76,"$33,098.36 ","$6,007.46 ","$4,752.07 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100223,FORT WALTON BEACH MEDICAL CENTER,FORT WALTON BEA,FL,24,"$62,688.87 ","$5,545.62 ","$4,656.12 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100226,ORANGE PARK MEDICAL CENTER,ORANGE PARK,FL,15,"$68,158.20 ","$5,829.60 ","$4,852.80 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100231,WEST FLORIDA HOSPITAL,PENSACOLA,FL,14,"$65,676.42 ","$5,325.50 ","$4,357.50 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100232,PUTNAM COMMUNITY MEDICAL CENTER,PALATKA,FL,16,"$15,778.50 ","$6,010.68 ","$5,030.18 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100236,FAWCETT MEMORIAL HOSPITAL,PORT CHARLOTTE,FL,75,"$62,322.28 ","$5,441.06 ","$4,388.01 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100238,NORTHSIDE HOSPITAL,SAINT PETERSBUR,FL,22,"$73,122.77 ","$5,953.00 ","$5,241.36 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100242,GULF COAST MEDICAL CENTER,PANAMA CITY,FL,22,"$82,456.95 ","$5,910.45 ","$4,990.09 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100243,BRANDON REGIONAL HOSPITAL,BRANDON,FL,23,"$59,831.73 ","$6,195.56 ","$5,316.60 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100244,CAPE CORAL HOSPITAL,CAPE CORAL,FL,25,"$33,410.72 ","$5,842.80 ","$3,892.48 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100246,LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE,FORT PIERCE,FL,50,"$56,526.34 ","$8,755.26 ","$5,358.40 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100248,LARGO MEDICAL CENTER,LARGO,FL,25,"$63,012.28 ","$6,158.84 ","$5,258.36 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100253,JUPITER MEDICAL CENTER,JUPITER,FL,29,"$35,466.24 ","$5,822.31 ","$4,854.17 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100256,REGIONAL MEDICAL CENTER BAYONET POINT,HUDSON,FL,20,"$76,289.30 ","$5,364.10 ","$4,521.50 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100258,DELRAY MEDICAL CENTER,DELRAY BEACH,FL,22,"$54,171.22 ","$5,825.00 ","$4,906.09 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100260,ST LUCIE MEDICAL CENTER,PORT SAINT LUCI,FL,23,"$54,588.30 ","$7,336.82 ","$4,436.52 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100264,OAK HILL HOSPITAL,BROOKSVILLE,FL,38,"$98,982.94 ","$5,990.07 ","$3,930.23 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100265,MEASE COUNTRYSIDE HOSPITAL,SAFETY HARBOR,FL,36,"$24,505.55 ","$5,493.16 ","$4,435.27 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100286,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,NAPLES,FL,13,"$41,093.07 ","$5,610.00 ","$4,478.00 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100290,"VILLAGES REGIONAL HOSPITAL, THE",THE VILLAGES,FL,34,"$17,261.08 ","$5,390.00 ","$4,332.11 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,110003,SATILLA REGIONAL MEDICAL CENTER,WAYCROSS,GA,11,"$12,835.72 ","$5,754.72 ","$4,840.18 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,110007,PHOEBE PUTNEY MEMORIAL HOSPITAL,ALBANY,GA,63,"$24,056.42 ","$7,530.57 ","$6,127.74 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,110010,EMORY UNIVERSITY HOSPITAL,ATLANTA,GA,26,"$28,105.69 ","$9,719.03 ","$6,058.38 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,110011,TANNER MEDICAL CENTER - CARROLLTON,CARROLLTON,GA,21,"$28,004.95 ","$6,175.52 ","$5,268.28 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,110016,WEST GEORGIA MEDICAL CENTER,LAGRANGE,GA,11,"$20,490.09 ","$6,112.90 ","$5,395.45 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,110028,UNIVERSITY HOSPITAL,AUGUSTA,GA,40,"$21,683.32 ","$6,298.77 ","$4,971.10 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,110029,"NORTHEAST GEORGIA MEDICAL CENTER, INC",GAINESVILLE,GA,82,"$25,197.60 ","$6,513.19 ","$4,760.65 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,110030,CARTERSVILLE MEDICAL CENTER,CARTERSVILLE,GA,15,"$55,814.13 ","$6,218.00 ","$5,163.60 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,110031,SPALDING REGIONAL MEDICAL CENTER,GRIFFIN,GA,12,"$50,177.25 ","$6,388.00 ","$5,544.33 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,110035,WELLSTAR KENNESTONE HOSPITAL,MARIETTA,GA,86,"$22,763.40 ","$6,062.51 ","$4,774.60 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,110036,"MEMORIAL HEALTH UNIV MED CEN, INC",SAVANNAH,GA,50,"$31,743.88 ","$7,150.12 ","$5,752.66 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,110038,JOHN D ARCHBOLD MEMORIAL HOSPITAL,THOMASVILLE,GA,26,"$26,322.26 ","$5,687.57 ","$4,694.80 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,110043,ST JOSEPH'S HOSPITAL - SAVANNAH,SAVANNAH,GA,34,"$26,797.26 ","$5,407.91 ","$4,480.38 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,110054,FLOYD MEDICAL CENTER,ROME,GA,17,"$38,632.94 ","$6,946.70 ","$5,593.64 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,110074,ATHENS REGIONAL MEDICAL CENTER,ATHENS,GA,53,"$25,033.73 ","$6,434.71 ","$5,249.39 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,110076,DEKALB MEDICAL CENTER,DECATUR,GA,22,"$24,317.13 ","$6,812.36 ","$6,044.90 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,110082,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",ATLANTA,GA,95,"$17,527.91 ","$5,528.84 ","$4,533.97 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,110083,PIEDMONT HOSPITAL,ATLANTA,GA,43,"$29,914.32 ","$5,447.86 ","$4,350.55 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,110087,GWINNETT MEDICAL CENTER,LAWRENCEVILLE,GA,27,"$28,352.44 ","$6,364.48 ","$5,364.18 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,110107,MEDICAL CENTER OF CENTRAL GEORGIA,MACON,GA,61,"$18,003.83 ","$6,985.11 ","$5,683.00 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,110122,SOUTH GEORGIA MEDICAL CENTER,VALDOSTA,GA,12,"$18,432.25 ","$6,024.25 ","$5,088.91 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,110125,FAIRVIEW PARK HOSPITAL,DUBLIN,GA,22,"$36,511.86 ","$8,246.04 ","$5,490.00 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,110129,"ST FRANCIS HOSPITAL, INC",COLUMBUS,GA,52,"$18,721.40 ","$5,531.71 ","$4,321.19 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,110143,WELLSTAR COBB HOSPITAL,AUSTELL,GA,33,"$27,073.96 ","$6,593.66 ","$5,342.48 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,110164,COLISEUM MEDICAL CENTER,MACON,GA,25,"$26,099.72 ","$5,939.40 ","$4,807.36 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,110168,REDMOND REGIONAL MEDICAL CENTER,ROME,GA,29,"$28,006.86 ","$5,986.72 ","$4,254.34 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,110177,DOCTORS HOSPITAL,AUGUSTA,GA,11,"$49,223.72 ","$6,550.00 ","$5,520.90 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,110191,"HENRY MEDICAL CENTER, INC",STOCKBRIDGE,GA,12,"$30,112.66 ","$6,156.66 ","$5,129.66 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,110215,PIEDMONT FAYETTE HOSPITAL,FAYETTEVILLE,GA,24,"$27,794.70 ","$5,543.83 ","$4,302.16 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,120001,THE QUEENS MEDICAL CENTER,HONOLULU,HI,24,"$27,809.95 ","$10,982.04 ","$6,846.87 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,130002,ST LUKES MAGIC VALLEY RMC,TWIN FALLS,ID,18,"$10,584.16 ","$6,377.66 ","$4,856.22 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,130006,ST LUKES REGIONAL MEDICAL CENTER,BOISE,ID,38,"$13,963.55 ","$6,344.42 ","$4,960.68 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,130007,ST ALPHONSUS REGIONAL MEDICAL CENTER,BOISE,ID,17,"$25,880.52 ","$6,117.17 ","$5,321.88 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,130018,EASTERN IDAHO REGIONAL MEDICAL CENTER,IDAHO FALLS,ID,18,"$25,589.22 ","$6,324.44 ","$5,330.66 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,130028,PORTNEUF MEDICAL CENTER,POCATELLO,ID,11,"$24,274.63 ","$7,910.27 ","$6,889.90 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,130049,KOOTENAI MEDICAL CENTER,COEUR D'ALENE,ID,11,"$14,757.63 ","$6,267.00 ","$5,558.27 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,140007,PROVENA ST JOSEPH MEDICAL CENTER,JOLIET,IL,71,"$27,179.09 ","$7,542.92 ","$4,876.67 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,140008,LOYOLA GOTTLIEB MEMORIAL HOSPITAL,MELROSE PARK,IL,16,"$56,027.00 ","$18,420.56 ","$4,401.87 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,140010,EVANSTON HOSPITAL,EVANSTON,IL,31,"$27,734.80 ","$7,598.06 ","$5,628.93 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,140013,PROCTOR HOSPITAL,PEORIA,IL,31,"$29,888.64 ","$5,432.41 ","$4,378.61 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,140015,BLESSING HOSPITAL,QUINCY,IL,37,"$26,562.94 ","$6,658.83 ","$5,385.24 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,140029,COPLEY MEMORIAL HOSPITAL,AURORA,IL,12,"$60,712.83 ","$6,744.33 ","$5,992.33 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,140030,SHERMAN HOSPITAL,ELGIN,IL,21,"$38,850.95 ","$6,444.33 ","$5,378.42 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,140040,GALESBURG COTTAGE HOSPITAL,GALESBURG,IL,15,"$59,913.80 ","$5,957.40 ","$5,133.66 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,140043,CGH MEDICAL CENTER,STERLING,IL,23,"$25,577.00 ","$6,856.21 ","$4,778.26 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,140046,GOOD SAMARITAN REGIONAL HLTH CENTER,MOUNT VERNON,IL,15,"$27,295.66 ","$5,691.60 ","$4,719.06 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,140053,ST JOHNS HOSPITAL,SPRINGFIELD,IL,61,"$30,994.32 ","$6,563.08 ","$5,606.49 "
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,140054,MACNEAL  HOSPITAL,BERWYN,IL,12,"$44,706.58 ","$7,427.75 ","$6,266.91 "
