"DRGDefinition","ProviderId","ProviderName","ProviderCity","ProviderState","TotalDischarges","AverageCoveredCharges","AverageTotalPayments","AverageMedicarePayments"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100006","ORLANDO HEALTH","ORLANDO","FL","40","43779.57","6849.75","5685.77"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100007","FLORIDA HOSPITAL","ORLANDO","FL","93","33949.48","6845.37","5042.31"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100012","LEE MEMORIAL HOSPITAL","FORT MYERS","FL","70","31951.05","6382.40","4921.15"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100017","HALIFAX HEALTH MEDICAL CENTER","DAYTONA BEACH","FL","55","19028.00","7061.41","4850.74"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100018","NAPLES COMMUNITY HOSPITAL","NAPLES","FL","51","28986.15","6483.64","4674.39"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100019","HOLMES REGIONAL MEDICAL CENTER","MELBOURNE","FL","36","27803.88","6449.05","4001.66"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100023","CITRUS MEMORIAL HOSPITAL","INVERNESS","FL","33","23012.81","5354.00","4369.87"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100025","SACRED HEART HOSPITAL","PENSACOLA","FL","53","23985.66","6403.96","5471.43"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100026","BAY MEDICAL CENTER","PANAMA CITY","FL","33","21907.90","5837.63","4520.21"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100028","PARRISH MEDICAL CENTER","TITUSVILLE","FL","20","33542.95","5709.10","4701.50"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100034","MOUNT SINAI MEDICAL CENTER","MIAMI BEACH","FL","11","35185.81","7558.90","6092.63"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100035","MANATEE MEMORIAL HOSPITAL","BRADENTON","FL","24","45774.58","6301.66","5253.87"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100038","MEMORIAL REGIONAL HOSPITAL","HOLLYWOOD","FL","14","66214.78","7246.35","6280.64"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100040","ST VINCENTS MEDICAL CENTER","JACKSONVILLE","FL","88","22969.60","5777.48","4560.15"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100044","MARTIN MEMORIAL MEDICAL CENTER","STUART","FL","54","34607.11","5983.00","4898.25"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100046","FLORIDA HOSPITAL ZEPHYRHILLS","ZEPHYRHILLS","FL","20","39643.55","5570.00","4619.00"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100047","CHARLOTTE REGIONAL MEDICAL CENTER","PUNTA GORDA","FL","30","33495.60","5422.00","4594.00"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100049","HIGHLANDS REGIONAL MEDICAL CENTER","SEBRING","FL","13","51589.38","5754.38","4148.00"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100052","WINTER HAVEN HOSPITAL","WINTER HAVEN","FL","30","50103.06","6119.00","4412.13"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100057","FLORIDA HOSPITAL WATERMAN","TAVARES","FL","28","27309.60","5625.50","4701.35"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100062","MUNROE REGIONAL MEDICAL CENTER","OCALA","FL","71","37153.53","5530.19","4290.47"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100067","ST ANTHONYS HOSPITAL","SAINT PETERSBUR","FL","41","26828.19","5689.87","4704.51"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100068","FLORIDA HOSPITAL MEMORIAL MEDICAL CENTER","DAYTONA BEACH","FL","56","20658.80","5598.46","4611.96"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100070","VENICE REGIONAL MEDICAL CENTER","VENICE","FL","49","32372.38","5511.06","4573.00"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100071","BROOKSVILLE REGIONAL HOSPITAL","BROOKSVILLE","FL","17","68777.29","6134.05","5139.00"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100072","FLORIDA HOSPITAL FISH MEMORIAL","ORANGE CITY","FL","16","22876.68","7314.68","4357.43"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100073","HOLY CROSS HOSPITAL INC","FORT LAUDERDALE","FL","19","53197.36","5892.26","4884.47"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100075","ST JOSEPHS HOSPITAL","TAMPA","FL","27","30112.96","6619.00","5575.59"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100077","PEACE RIVER REGIONAL MEDICAL CENTER","PORT CHARLOTTE","FL","16","39059.62","5840.75","4931.00"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100084","LEESBURG REGIONAL MEDICAL CENTER","LEESBURG","FL","66","20457.98","5664.03","4639.18"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100087","SARASOTA MEMORIAL HOSPITAL","SARASOTA","FL","92","26361.33","5689.80","4666.79"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100088","BAPTIST MEDICAL CENTER","JACKSONVILLE","FL","103","21729.69","6745.63","4615.54"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100090","FLAGLER HOSPITAL","SAINT AUGUSTINE","FL","51","36031.60","7055.78","5327.05"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100092","WUESTHOFF MEDICAL CENTER  ROCKLEDGE","ROCKLEDGE","FL","43","31092.09","5847.81","4480.62"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100093","BAPTIST HOSPITAL","PENSACOLA","FL","24","33010.75","5883.75","4682.00"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100099","LAKE WALES MEDICAL CENTER","LAKE WALES","FL","11","70446.09","5519.63","4596.36"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100105","INDIAN RIVER MEDICAL CENTER","VERO BEACH","FL","59","15572.64","6288.79","4932.86"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100109","FLORIDA HOSPITAL HEARTLAND MEDICAL CENTER","SEBRING","FL","21","30826.04","5874.57","4962.76"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100110","OSCEOLA REGIONAL MEDICAL CENTER","KISSIMMEE","FL","14","63901.78","7020.85","5243.42"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100113","SHANDS HOSPITAL AT THE UNIVERSITY OF FLORIDA","GAINESVILLE","FL","17","32075.35","9370.64","7588.52"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100118","FLORIDA HOSPITAL FLAGLER","PALM COAST","FL","13","19365.61","6721.00","5857.61"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100127","MORTON PLANT HOSPITAL","CLEARWATER","FL","23","31148.91","6010.13","4453.39"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100128","TAMPA GENERAL HOSPITAL","TAMPA","FL","13","71877.84","7833.23","6788.30"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100131","AVENTURA HOSPITAL AND MEDICAL CENTER","AVENTURA","FL","17","66666.76","6341.05","5414.47"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100135","TALLAHASSEE MEMORIAL HEALTHCARE","TALLAHASSEE","FL","27","44597.96","8117.62","5131.62"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100151","MAYO CLINIC","JACKSONVILLE","FL","31","36201.25","7024.16","5441.51"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100154","SOUTH MIAMI HOSPITAL, INC","SOUTH MIAMI","FL","16","54321.93","6765.06","5780.56"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100157","LAKELAND REGIONAL MEDICAL CENTER","LAKELAND","FL","38","50063.71","5982.15","4702.52"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100161","CENTRAL FLORIDA REGIONAL HOSPITAL","SANFORD","FL","23","57357.34","6204.91","4499.86"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100166","DOCTORS HOSPITAL OF SARASOTA","SARASOTA","FL","20","35750.15","5418.00","4402.40"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100168","BOCA RATON REGIONAL HOSPITAL","BOCA RATON","FL","27","26130.25","5820.00","4781.33"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100173","FLORIDA HOSPITAL TAMPA","TAMPA","FL","15","55000.00","8229.13","4440.40"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100176","PALM BEACH GARDENS MEDICAL CENTER","PALM BEACH GARD","FL","49","39472.79","5826.00","4863.55"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100179","MEMORIAL HOSPITAL JACKSONVILLE","JACKSONVILLE","FL","36","48574.91","5917.97","4458.33"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100191","MEDICAL CENTER OF TRINITY","TRINITY","FL","11","60800.00","5560.54","4646.00"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100204","NORTH FLORIDA REGIONAL MEDICAL CENTER","GAINESVILLE","FL","108","50730.63","5906.22","4624.00"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100211","PASCO REGIONAL MEDICAL CENTER","DADE CITY","FL","11","47339.72","5702.36","4890.72"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100212","OCALA REGIONAL MEDICAL CENTER","OCALA","FL","88","40038.31","5344.64","4328.48"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100213","BLAKE MEDICAL CENTER","BRADENTON","FL","35","36896.17","5417.00","4454.94"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100217","SEBASTIAN RIVER MEDICAL CENTER","SEBASTIAN","FL","12","54725.91","6160.16","4466.91"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100220","GULF COAST MEDICAL CENTER LEE MEM HEALTH SYSTEM","FORT MYERS","FL","76","33098.36","6007.46","4752.07"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100223","FORT WALTON BEACH MEDICAL CENTER","FORT WALTON BEA","FL","24","62688.87","5545.62","4656.12"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100226","ORANGE PARK MEDICAL CENTER","ORANGE PARK","FL","15","68158.20","5829.60","4852.80"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100231","WEST FLORIDA HOSPITAL","PENSACOLA","FL","14","65676.42","5325.50","4357.50"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100232","PUTNAM COMMUNITY MEDICAL CENTER","PALATKA","FL","16","15778.50","6010.68","5030.18"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100236","FAWCETT MEMORIAL HOSPITAL","PORT CHARLOTTE","FL","75","62322.28","5441.06","4388.01"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100238","NORTHSIDE HOSPITAL","SAINT PETERSBUR","FL","22","73122.77","5953.00","5241.36"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100242","GULF COAST MEDICAL CENTER","PANAMA CITY","FL","22","82456.95","5910.45","4990.09"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100243","BRANDON REGIONAL HOSPITAL","BRANDON","FL","23","59831.73","6195.56","5316.60"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100244","CAPE CORAL HOSPITAL","CAPE CORAL","FL","25","33410.72","5842.80","3892.48"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100246","LAWNWOOD REGIONAL MEDICAL CENTER  and  HEART INSTITUTE","FORT PIERCE","FL","50","56526.34","8755.26","5358.40"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100248","LARGO MEDICAL CENTER","LARGO","FL","25","63012.28","6158.84","5258.36"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100253","JUPITER MEDICAL CENTER","JUPITER","FL","29","35466.24","5822.31","4854.17"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100256","REGIONAL MEDICAL CENTER BAYONET POINT","HUDSON","FL","20","76289.30","5364.10","4521.50"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100258","DELRAY MEDICAL CENTER","DELRAY BEACH","FL","22","54171.22","5825.00","4906.09"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100260","ST LUCIE MEDICAL CENTER","PORT SAINT LUCI","FL","23","54588.30","7336.82","4436.52"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100264","OAK HILL HOSPITAL","BROOKSVILLE","FL","38","98982.94","5990.07","3930.23"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100265","MEASE COUNTRYSIDE HOSPITAL","SAFETY HARBOR","FL","36","24505.55","5493.16","4435.27"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100286","PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE","NAPLES","FL","13","41093.07","5610.00","4478.00"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","100290","VILLAGES REGIONAL HOSPITAL, THE","THE VILLAGES","FL","34","17261.08","5390.00","4332.11"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","110003","SATILLA REGIONAL MEDICAL CENTER","WAYCROSS","GA","11","12835.72","5754.72","4840.18"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","110007","PHOEBE PUTNEY MEMORIAL HOSPITAL","ALBANY","GA","63","24056.42","7530.57","6127.74"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","110010","EMORY UNIVERSITY HOSPITAL","ATLANTA","GA","26","28105.69","9719.03","6058.38"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","110011","TANNER MEDICAL CENTER - CARROLLTON","CARROLLTON","GA","21","28004.95","6175.52","5268.28"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","110016","WEST GEORGIA MEDICAL CENTER","LAGRANGE","GA","11","20490.09","6112.90","5395.45"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","110028","UNIVERSITY HOSPITAL","AUGUSTA","GA","40","21683.32","6298.77","4971.10"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","110029","NORTHEAST GEORGIA MEDICAL CENTER, INC","GAINESVILLE","GA","82","25197.60","6513.19","4760.65"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","110030","CARTERSVILLE MEDICAL CENTER","CARTERSVILLE","GA","15","55814.13","6218.00","5163.60"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","110031","SPALDING REGIONAL MEDICAL CENTER","GRIFFIN","GA","12","50177.25","6388.00","5544.33"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","110035","WELLSTAR KENNESTONE HOSPITAL","MARIETTA","GA","86","22763.40","6062.51","4774.60"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","110036","MEMORIAL HEALTH UNIV MED CEN, INC","SAVANNAH","GA","50","31743.88","7150.12","5752.66"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","110038","JOHN D ARCHBOLD MEMORIAL HOSPITAL","THOMASVILLE","GA","26","26322.26","5687.57","4694.80"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","110043","ST JOSEPHS HOSPITAL - SAVANNAH","SAVANNAH","GA","34","26797.26","5407.91","4480.38"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","110054","FLOYD MEDICAL CENTER","ROME","GA","17","38632.94","6946.70","5593.64"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","110074","ATHENS REGIONAL MEDICAL CENTER","ATHENS","GA","53","25033.73","6434.71","5249.39"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","110076","DEKALB MEDICAL CENTER","DECATUR","GA","22","24317.13","6812.36","6044.90"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","110082","SAINT JOSEPHS HOSPITAL OF ATLANTA, INC","ATLANTA","GA","95","17527.91","5528.84","4533.97"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","110083","PIEDMONT HOSPITAL","ATLANTA","GA","43","29914.32","5447.86","4350.55"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","110087","GWINNETT MEDICAL CENTER","LAWRENCEVILLE","GA","27","28352.44","6364.48","5364.18"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","110107","MEDICAL CENTER OF CENTRAL GEORGIA","MACON","GA","61","18003.83","6985.11","5683.00"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","110122","SOUTH GEORGIA MEDICAL CENTER","VALDOSTA","GA","12","18432.25","6024.25","5088.91"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","110125","FAIRVIEW PARK HOSPITAL","DUBLIN","GA","22","36511.86","8246.04","5490.00"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","110129","ST FRANCIS HOSPITAL, INC","COLUMBUS","GA","52","18721.40","5531.71","4321.19"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","110143","WELLSTAR COBB HOSPITAL","AUSTELL","GA","33","27073.96","6593.66","5342.48"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","110164","COLISEUM MEDICAL CENTER","MACON","GA","25","26099.72","5939.40","4807.36"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","110168","REDMOND REGIONAL MEDICAL CENTER","ROME","GA","29","28006.86","5986.72","4254.34"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","110177","DOCTORS HOSPITAL","AUGUSTA","GA","11","49223.72","6550.00","5520.90"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","110191","HENRY MEDICAL CENTER, INC","STOCKBRIDGE","GA","12","30112.66","6156.66","5129.66"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","110215","PIEDMONT FAYETTE HOSPITAL","FAYETTEVILLE","GA","24","27794.70","5543.83","4302.16"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","120001","THE QUEENS MEDICAL CENTER","HONOLULU","HI","24","27809.95","10982.04","6846.87"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","130002","ST LUKES MAGIC VALLEY RMC","TWIN FALLS","ID","18","10584.16","6377.66","4856.22"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","130006","ST LUKES REGIONAL MEDICAL CENTER","BOISE","ID","38","13963.55","6344.42","4960.68"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","130007","ST ALPHONSUS REGIONAL MEDICAL CENTER","BOISE","ID","17","25880.52","6117.17","5321.88"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","130018","EASTERN IDAHO REGIONAL MEDICAL CENTER","IDAHO FALLS","ID","18","25589.22","6324.44","5330.66"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","130028","PORTNEUF MEDICAL CENTER","POCATELLO","ID","11","24274.63","7910.27","6889.90"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","130049","KOOTENAI MEDICAL CENTER","COEUR DALENE","ID","11","14757.63","6267.00","5558.27"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","140007","PROVENA ST JOSEPH MEDICAL CENTER","JOLIET","IL","71","27179.09","7542.92","4876.67"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","140008","LOYOLA GOTTLIEB MEMORIAL HOSPITAL","MELROSE PARK","IL","16","56027.00","18420.56","4401.87"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","140010","EVANSTON HOSPITAL","EVANSTON","IL","31","27734.80","7598.06","5628.93"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","140013","PROCTOR HOSPITAL","PEORIA","IL","31","29888.64","5432.41","4378.61"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","140015","BLESSING HOSPITAL","QUINCY","IL","37","26562.94","6658.83","5385.24"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","140029","COPLEY MEMORIAL HOSPITAL","AURORA","IL","12","60712.83","6744.33","5992.33"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","140030","SHERMAN HOSPITAL","ELGIN","IL","21","38850.95","6444.33","5378.42"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","140040","GALESBURG COTTAGE HOSPITAL","GALESBURG","IL","15","59913.80","5957.40","5133.66"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","140043","CGH MEDICAL CENTER","STERLING","IL","23","25577.00","6856.21","4778.26"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","140046","GOOD SAMARITAN REGIONAL HLTH CENTER","MOUNT VERNON","IL","15","27295.66","5691.60","4719.06"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","140053","ST JOHNS HOSPITAL","SPRINGFIELD","IL","61","30994.32","6563.08","5606.49"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","140054","MACNEAL  HOSPITAL","BERWYN","IL","12","44706.58","7427.75","6266.91"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","140062","PALOS COMMUNITY HOSPITAL","PALOS HEIGHTS","IL","22","48837.45","7862.81","4902.90"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","140065","ADVENTIST LA GRANGE MEMORIAL HOSPITAL","LA GRANGE","IL","14","36728.92","6313.57","5269.28"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","140067","SAINT FRANCIS MEDICAL CENTER","PEORIA","IL","26","38928.30","6732.84","5867.00"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","140080","RHC ST FRANCIS HOSPITAL","EVANSTON","IL","12","48918.83","17347.00","6934.08"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","140091","CARLE FOUNDATION HOSPITAL","URBANA","IL","31","36568.87","6665.03","5616.38"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","140113","PROVENA COVENANT MEDICAL CENTER- URBANA","URBANA","IL","30","36609.46","6398.53","5498.26"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","140114","SWEDISH COVENANT HOSPITAL","CHICAGO","IL","19","48936.26","9793.31","6142.89"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","140116","CENTEGRA HEALTH SYSTEM - MC HENRY HOSPITAL","MCHENRY","IL","16","19388.00","6682.12","4682.50"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","140117","RESURRECTION MEDICAL CENTER","CHICAGO","IL","34","32857.70","6637.20","5745.79"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","140119","RUSH UNIVERSITY MEDICAL CENTER","CHICAGO","IL","15","51527.33","10459.60","8634.46"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","140127","BROMENN HEALTHCARE","NORMAL","IL","14","20295.85","6036.14","5158.14"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","140135","DECATUR MEMORIAL HOSPITAL","DECATUR","IL","19","27401.26","5837.73","5008.68"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","140148","MEMORIAL MEDICAL CENTER","SPRINGFIELD","IL","66","21020.56","6603.25","5126.21"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","140162","ST JOSEPH MEDICAL CENTER","BLOOMINGTON","IL","19","28885.31","5726.05","4774.47"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","140164","MEMORIAL HOSPITAL OF CARBONDALE","CARBONDALE","IL","20","27280.05","6098.70","5146.10"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","140166","ST MARYS HOSPITAL","DECATUR","IL","17","34890.94","6409.41","5418.11"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","140172","FRANCISCAN ST JAMES HEALTH","OLYMPIA FIELDS","IL","17","23146.17","9434.00","6022.05"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","140176","CENTEGRA HEALTH SYSTEM - WOODSTOCK HOSPITAL","WOODSTOCK","IL","11","20974.36","6176.90","5259.45"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","140184","HEARTLAND REGIONAL MEDICAL CENTER","MARION","IL","27","47949.70","6539.29","4641.11"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","140185","MEMORIAL HOSPITAL","BELLEVILLE","IL","18","20829.33","5850.61","4429.33"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","140186","RIVERSIDE MEDICAL CENTER","KANKAKEE","IL","14","31877.00","6806.85","6083.71"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","140187","ST ELIZABETH HOSPITAL","BELLEVILLE","IL","14","25633.85","5329.00","4145.21"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","140189","SARAH BUSH LINCOLN HEALTH CENTER","MATTOON","IL","18","18353.00","6651.16","4669.27"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","140191","INGALLS MEMORIAL HOSPITAL","HARVEY","IL","12","24659.83","6694.66","5767.33"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","140200","ELMHURST MEMORIAL HOSPITAL","ELMHURST","IL","28","34774.21","6956.03","4375.17"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","140202","ADVOCATE CONDELL MEDICAL CENTER","LIBERTYVILLE","IL","19","48631.78","8214.42","5303.94"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","140208","ADVOCATE CHRIST HOSPITAL  and  MEDICAL CENTER","OAK LAWN","IL","28","32428.96","8783.25","6691.85"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","140209","METHODIST MEDICAL CENTER OF ILLINOIS","PEORIA","IL","22","42526.40","6586.09","5617.18"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","140211","DELNOR COMMUNITY HOSPITAL","GENEVA","IL","16","37699.75","10278.56","4759.37"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","140223","ADVOCATE LUTHERAN GENERAL HOSPITAL","PARK RIDGE","IL","21","27950.95","7953.76","6437.52"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","140228","SWEDISH AMERICAN HOSPITAL","ROCKFORD","IL","14","33828.57","6693.00","6048.42"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","140231","EDWARD HOSPITAL","NAPERVILLE","IL","14","28576.92","6823.14","4677.14"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","140233","SAINT ANTHONY MEDICAL CENTER","ROCKFORD","IL","24","21852.91","5747.54","4709.00"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","140239","ROCKFORD MEMORIAL HOSPITAL","ROCKFORD","IL","36","28561.72","7198.38","5859.47"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","140252","NORTHWEST COMMUNITY HOSPITAL","ARLINGTON HEIGH","IL","46","24047.58","6311.91","4906.28"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","140258","ALEXIAN BROTHERS MEDICAL CENTER","ELK GROVE VILLA","IL","21","58058.57","6765.76","4826.57"
"039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","140280","TRINITY ROCK ISLAND","ROCK ISLAND","IL","33","16858.45","6033.42","4681.81"
